level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	4	5	805	187	60	29	96.996841	that
5	1	1	1	4	6	877	196	47	20	96.760292	are
5	1	1	1	4	7	936	196	153	28	96.760292	necessary
5	1	1	1	4	8	1101	187	46	29	96.544991	for
5	1	1	1	4	9	1158	187	130	29	95.015686	material
5	1	1	1	4	10	1360	186	48	29	34.999741	the
5	1	1	1	4	11	1419	186	204	37	96.828186	requirements
5	1	1	1	4	12	1635	186	47	29	96.544342	for
5	1	1	1	4	13	1693	186	141	29	96.464729	chemical
5	1	1	1	4	14	1846	185	193	38	96.464729	composition
5	1	1	1	4	15	2050	186	161	37	96.989883	prescribed
5	1	1	1	4	16	2221	186	30	29	96.969551	in
5	1	1	1	4	17	2261	186	85	29	96.980057	Table
4	1	1	1	5	0	290	228	2245	45	-1	
5	1	1	1	5	1	290	229	122	28	96.361130	ordered
5	1	1	1	5	2	438	228	90	29	96.503441	under
5	1	1	1	5	3	554	229	57	28	96.694595	this
5	1	1	1	5	4	640	228	209	38	95.435402	specification.
5	1	1	1	5	5	880	228	79	29	96.452255	Such
5	1	1	1	5	6	985	228	207	37	96.073906	requirements
5	1	1	1	5	7	1220	237	67	28	96.460197	may
5	1	1	1	5	8	1364	233	23	28	90.793427	1.
5	1	1	1	5	9	1407	233	66	27	96.298264	Test
5	1	1	1	5	10	1491	232	146	34	96.151871	Methods,
5	1	1	1	5	11	1657	232	150	34	96.734924	Practices,
5	1	1	1	5	12	1829	232	55	28	96.337189	and
5	1	1	1	5	13	1901	231	203	38	96.559113	Terminology
5	1	1	1	5	14	2122	232	33	28	96.671570	of
5	1	1	1	5	15	2171	232	81	28	95.813744	A751
5	1	1	1	5	16	2275	231	72	29	95.813744	shall
4	1	1	1	6	0	289	274	1164	41	-1	
5	1	1	1	6	1	289	274	126	33	96.685104	include,
5	1	1	1	6	2	429	274	51	29	96.866646	but
5	1	1	1	6	3	494	283	46	20	96.778313	are
5	1	1	1	6	4	554	279	50	24	96.251518	not
5	1	1	1	6	5	618	274	112	29	96.039368	limited
5	1	1	1	6	6	743	278	39	30	96.632645	to,
5	1	1	1	6	7	798	274	48	29	96.945709	the
5	1	1	1	6	8	859	274	164	37	96.450546	following:
5	1	1	1	6	9	1361	278	92	37	96.892601	apply.
4	1	1	1	7	0	1399	323	1136	41	-1	
5	1	1	1	7	1	1399	323	74	30	96.546623	6.1.1
5	1	1	1	7	2	1498	324	27	28	19.312775	A
5	1	1	1	7	3	1533	323	221	38	19.312775	representative
5	1	1	1	7	4	1765	324	111	37	96.370422	sample
5	1	1	1	7	5	1887	323	34	29	96.370422	of
5	1	1	1	7	6	1930	323	71	29	96.938995	each
5	1	1	1	7	7	2011	323	87	29	96.396599	blend
5	1	1	1	7	8	2109	323	33	29	96.967041	of
5	1	1	1	7	9	2149	324	116	36	96.558372	powder
5	1	1	1	7	10	2275	323	72	29	96.210701	shall
4	1	1	1	8	0	1360	365	1175	41	-1	
5	1	1	1	8	1	1360	370	37	28	96.968498	be
5	1	1	1	8	2	1407	370	140	36	96.048622	analyzed
5	1	1	1	8	3	1555	370	39	36	96.259499	by
5	1	1	1	8	4	1603	370	48	28	96.797554	the
5	1	1	1	8	5	1660	369	211	29	96.775879	manufacturer
5	1	1	1	8	6	1879	373	30	25	96.995689	to
5	1	1	1	8	7	1919	369	158	29	96.433105	determine
5	1	1	1	8	8	2086	369	46	29	97.010101	the
5	1	1	1	8	9	2140	373	166	33	96.661606	percentage
5	1	1	1	8	10	2316	369	34	28	96.992661	of
5	1	1	1	8	11	2534	365	1	15	0.000000	.
4	1	1	1	9	0	51	414	2485	45	-1	
5	1	1	1	9	1	51	423	8	36	78.701752	i
5	1	1	1	9	2	1361	415	139	29	96.309227	elements
5	1	1	1	9	3	1511	415	165	37	96.979378	prescribed
5	1	1	1	9	4	1687	415	29	28	96.993301	in
5	1	1	1	9	5	1728	415	87	28	96.003357	Table
5	1	1	1	9	6	1830	415	23	29	96.354172	1.
5	1	1	1	9	7	1865	415	61	28	96.354172	The
5	1	1	1	9	8	1937	414	88	29	96.192879	blend
5	1	1	1	9	9	2037	415	72	28	96.413246	shall
5	1	1	1	9	10	2120	415	129	28	96.953667	conform
5	1	1	1	9	11	2259	419	29	24	96.942871	to
5	1	1	1	9	12	2300	415	47	28	96.859207	the
4	1	1	1	10	0	1361	456	1175	42	-1	
5	1	1	1	10	1	1361	461	142	28	96.365761	chemical
5	1	1	1	10	2	1517	461	194	37	96.437889	composition
5	1	1	1	10	3	1724	461	206	36	96.544762	requirements
5	1	1	1	10	4	1944	460	163	37	96.653252	prescribed
5	1	1	1	10	5	2120	460	30	29	96.756927	in
5	1	1	1	10	6	2162	460	85	29	96.756927	Table
5	1	1	1	10	7	2263	461	23	28	96.812195	1.
5	1	1	1	10	8	2535	456	1	4	0.000000	:
4	1	1	1	11	0	59	489	118	49	-1	
5	1	1	1	11	1	59	489	118	49	38.763535	Ne
4	1	1	1	12	0	1292	637	79	28	-1	
5	1	1	1	12	1	1292	637	79	28	96.749138	1457
